Date/Time,LIVING ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),LIVING ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),ACDXCOIL 1:Cooling Coil Total Cooling Energy [J](TimeStep:REPORTSCH),HEAT PUMP DX HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),SUPP HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Cycling Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Level [](TimeStep:REPORTSCH) 
 01/21  18:30:00,5.002928699958616,35074464.10984151,0.0,19.48016967769106,28.578488200289137,6.121964051349164,0.0,0.0,0.0,0.0,5.770751725320244,0.0,0.0,0.0,0.0,0.0,5152861.734946426,29567686.1059006,0.9999999999999996,0.9999999999999996,1.9999999999999991 
 01/21  18:40:00,4.456049837998635,35364765.251124434,0.0,19.48016967769106,28.578488200289144,5.88751639875319,0.0,0.0,0.0,0.0,5.311264016234576,0.0,0.0,0.0,0.0,0.0,5132476.986465344,29823121.690948732,0.9999999999999997,0.9999999999999997,1.9999999999999993 
 01/21  18:50:00,3.913649206162256,35643063.58601141,0.0,19.480169677691066,28.57848820028915,5.590419425255825,0.0,0.0,0.0,0.0,4.7735890367964,0.0,0.0,0.0,0.0,0.0,5109801.211210985,30129220.43588659,1.0,1.0,2.0 
 01/21  19:00:00,3.368725892728353,35927641.46451314,0.0,19.480169677691066,28.57848820028915,5.310127938660512,0.0,0.0,0.0,0.0,4.297587534921999,0.0,0.0,0.0,0.0,0.0,5084839.539508535,30438073.408895522,1.0,1.0,2.0 
 01/21  19:10:00,3.265241912020243,35982909.76931387,0.0,19.480169677691066,28.57848820028915,5.110668553408894,0.0,0.0,0.0,0.0,3.8835475374656623,0.0,0.0,0.0,0.0,0.0,5064472.411222142,30631037.272505082,1.0,1.0,2.0 
 01/21  19:20:00,3.1630632909671936,36037751.25669587,0.0,19.480169677691066,28.57848820028915,4.990085028937564,0.0,0.0,0.0,0.0,3.5431242391458673,0.0,0.0,0.0,0.0,0.0,5044321.304404014,30706479.41331031,1.0,1.0,2.0 
 01/21  19:30:00,3.0623589187085907,36092026.640600264,0.0,19.480169677691066,28.57848820028915,4.893640629966406,0.0,0.0,0.0,0.0,3.265553792412171,0.0,0.0,0.0,0.0,0.0,5024382.8665249795,30755750.137678575,1.0,1.0,2.0 
 01/21  19:40:00,2.961792816324254,36145970.898634225,0.0,19.480169677691066,28.57848820028915,4.792091699848105,0.0,0.0,0.0,0.0,3.034178480424514,0.0,0.0,0.0,0.0,0.0,5004653.8825517185,30828201.890862785,1.0,1.0,2.0 
 01/21  19:50:00,2.861341229653938,36199833.34339356,0.0,19.480169677691066,28.57848820028915,4.688406834199188,0.0,0.0,0.0,0.0,2.8408369244809277,0.0,0.0,0.0,0.0,0.0,4985130.991476857,30901649.419926155,1.0,1.0,2.0 
 01/21  20:00:00,2.7609843860713124,36253633.23646568,0.0,19.480169677691066,28.57848820028915,4.586027308884205,0.0,0.0,0.0,0.0,2.6780141610180923,0.0,0.0,0.0,0.0,0.0,4965810.9887208305,30974820.86282153,1.0,1.0,2.0 
 01/21  20:10:00,2.757848858757126,36255003.11386716,0.0,19.480169677691066,28.57848820028915,4.501000335883551,0.0,0.0,0.0,0.0,2.5435702877618294,0.0,0.0,0.0,0.0,0.0,4966023.415074067,31028397.685512368,1.0,1.0,2.0 
 01/21  20:20:00,2.7570408502824817,36255388.33600259,0.0,19.480169677691066,28.57848820028915,4.434305647667289,0.0,0.0,0.0,0.0,2.4331408043175493,0.0,0.0,0.0,0.0,0.0,4966235.768568531,31029825.4849087,1.0,1.0,2.0 
 01/21  20:30:00,2.7553065388957707,36256281.62460571,0.0,19.480169677691066,28.57848820028915,4.377343586117019,0.0,0.0,0.0,0.0,2.344001761547975,0.0,0.0,0.0,0.0,0.0,4966448.049241705,31030007.059147365,1.0,1.0,2.0 
 01/21  20:40:00,2.753880036900251,36257005.99300486,0.0,19.480169677691066,28.57848820028915,4.3235560545251825,0.0,0.0,0.0,0.0,2.2736441979080646,0.0,0.0,0.0,0.0,0.0,4966660.257131031,31030685.182014145,1.0,1.0,2.0 
 01/21  20:50:00,2.752562108637529,36257672.353662424,0.0,19.480169677691066,28.57848820028915,4.271237801527814,0.0,0.0,0.0,0.0,2.2184259422591706,0.0,0.0,0.0,0.0,0.0,4966872.392273941,31031197.9479586,1.0,1.0,2.0 
 01/21  21:00:00,2.75131473106157,36258300.763609074,0.0,19.480169677691066,28.57848820028915,4.220908509144495,0.0,0.0,0.0,0.0,2.1744091441297244,0.0,0.0,0.0,0.0,0.0,4967084.454707834,31031652.334968753,1.0,1.0,2.0 
 01/21  21:10:00,2.750130948522382,36258894.887025006,0.0,19.480169677691066,28.57848820028915,4.172948702073861,0.0,0.0,0.0,0.0,2.1389815249023276,0.0,0.0,0.0,0.0,0.0,4944870.653882841,31054494.54835904,1.0,1.0,2.0 
 01/21  21:20:00,2.7490363459336917,36261434.713517874,0.0,19.480169677691066,28.57848820028915,4.127264114739555,0.0,0.0,0.0,0.0,2.1110428937731247,0.0,0.0,0.0,0.0,0.0,4922662.292215089,31079290.7876525,1.0,1.0,2.0 
 01/21  21:30:00,2.747997187483631,36264006.77675051,0.0,19.480169677691066,28.57848820028915,4.083590240525201,0.0,0.0,0.0,0.0,2.093618640738206,0.0,0.0,0.0,0.0,0.0,4900459.367703322,31104095.639556546,1.0,1.0,2.0 
 01/21  21:40:00,2.7470088301876157,36266529.2508646,0.0,19.480169677691066,28.57848820028915,4.043184643014471,0.0,0.0,0.0,0.0,2.0847601351879512,0.0,0.0,0.0,0.0,0.0,4878261.878347269,31128842.9670751,1.0,1.0,2.0 
 01/21  21:50:00,2.746063884285917,36269031.73362824,0.0,19.480169677691066,28.57848820028915,4.0047638587542576,0.0,0.0,0.0,0.0,2.076964255202026,0.0,0.0,0.0,0.0,0.0,4856069.822147635,31153560.887859806,1.0,1.0,2.0 
 01/21  22:00:00,2.7451633116334326,36271510.40095589,0.0,19.480169677691066,28.57848820028915,3.966661037964783,0.0,0.0,0.0,0.0,2.0671056102191296,0.0,0.0,0.0,0.0,0.0,4833883.197106112,31178250.083364733,1.0,1.0,2.0 
 01/21  22:10:00,2.74439616961956,36273916.58501245,0.0,19.480169677691066,28.57848820028915,3.928440637649315,0.0,0.0,0.0,0.0,2.055227941219899,0.0,0.0,0.0,0.0,0.0,4873112.376037048,31141499.02684538,1.0,1.0,2.0 
 01/21  22:20:00,2.7435928783755186,36270905.888924725,0.0,19.480169677691066,28.57848820028915,3.8903407849202836,0.0,0.0,0.0,0.0,2.0405273125590293,0.0,0.0,0.0,0.0,0.0,4912334.844356661,31099246.40669568,1.0,1.0,2.0 
 01/21  22:30:00,2.7428178233845855,36267709.98904054,0.0,19.480169677691066,28.57848820028915,3.852554567900539,0.0,0.0,0.0,0.0,2.021870658958225,0.0,0.0,0.0,0.0,0.0,4951550.603786697,31056850.01663903,1.0,1.0,2.0 
 01/21  22:40:00,2.742075598974979,36264556.2636992,0.0,19.480169677691066,28.57848820028915,3.8150442275043037,0.0,0.0,0.0,0.0,1.9989106214920767,0.0,0.0,0.0,0.0,0.0,4990759.6560483165,31014504.981792632,1.0,1.0,2.0 
 01/21  22:50:00,2.7413622338214036,36261377.023079395,0.0,19.480169677691066,28.57848820028915,3.7776814402310412,0.0,0.0,0.0,0.0,1.9719639645776021,0.0,0.0,0.0,0.0,0.0,5029962.002862086,30972138.992676172,1.0,1.0,2.0 
 01/21  23:00:00,2.740676185871083,36258182.10437621,0.0,19.480169677691066,28.57848820028915,3.7403717970236916,0.0,0.0,0.0,0.0,1.9414207505724188,0.0,0.0,0.0,0.0,0.0,5069157.6459479835,30929763.19486435,1.0,1.0,2.0 
 01/21  23:10:00,2.658877072450677,36298710.12211731,0.0,19.480169677691066,28.57848820028915,3.693168002680252,0.0,0.0,0.0,0.0,1.902219981766495,0.0,0.0,0.0,0.0,0.0,5027429.697485972,30968297.032973878,1.0,1.0,2.0 
 01/21  23:20:00,2.5753120729882433,36345691.75383397,0.0,19.480169677691066,28.57848820028915,3.6360037865338293,0.0,0.0,0.0,0.0,1.8521781590668358,0.0,0.0,0.0,0.0,0.0,4986232.971821958,31055521.1277145,1.0,1.0,2.0 
 01/21  23:30:00,2.4926218407107696,36392346.18243123,0.0,19.480169677691066,28.57848820028915,3.5741764434669965,0.0,0.0,0.0,0.0,1.7925811475863698,0.0,0.0,0.0,0.0,0.0,4945561.974124926,31143315.555126227,1.0,1.0,2.0 
 01/21  23:40:00,2.4097459927608704,36439011.24437392,0.0,19.480169677691066,28.57848820028915,3.5114070225593714,0.0,0.0,0.0,0.0,1.7260499698194995,0.0,0.0,0.0,0.0,0.0,4905411.243350638,31230028.847546395,1.0,1.0,2.0 
 01/21  23:50:00,2.3268438672389,36485672.41237856,0.0,19.480169677691066,28.57848820028915,3.4485085858736073,0.0,0.0,0.0,0.0,1.654797055444084,0.0,0.0,0.0,0.0,0.0,4865775.233762077,31316309.448484205,1.0,1.0,2.0 
 01/21  24:00:00,2.243940628192439,36532307.088718146,0.0,19.480169677691066,28.57848820028915,3.3850715427616933,0.0,0.0,0.0,0.0,1.580185623636852,0.0,0.0,0.0,0.0,0.0,4826648.569286766,31402067.817974623,1.0,1.0,2.0 
 07/21  00:10:00,19.938128141822,0.0,0.0,17.480169677691066,28.57848820028915,25.610155682541656,0.0,0.0,0.0,0.0,18.443206751477458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:20:00,19.836828017157607,0.0,0.0,17.480169677691066,28.57848820028915,25.457197242213596,0.0,0.0,0.0,0.0,18.418913087596312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:30:00,19.7365810863258,0.0,0.0,17.480169677691066,28.57848820028915,25.304864434848007,0.0,0.0,0.0,0.0,18.374763595205483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:40:00,19.636122017724205,0.0,0.0,17.480169677691066,28.57848820028915,25.153747976575037,0.0,0.0,0.0,0.0,18.314529438902515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:50:00,19.535643376422083,0.0,0.0,17.480169677691066,28.57848820028915,25.00296512716706,0.0,0.0,0.0,0.0,18.243602508022537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:00:00,19.43517524472108,0.0,0.0,17.480169677691066,28.57848820028915,24.8517986904613,0.0,0.0,0.0,0.0,18.165257253929223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:10:00,19.35102518929338,0.0,0.0,17.480169677691066,28.57848820028915,24.70498079921419,0.0,0.0,0.0,0.0,18.08545408505681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:20:00,19.267266722259674,0.0,0.0,17.480169677691066,28.57848820028915,24.563576262108004,0.0,0.0,0.0,0.0,18.01144569952747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:30:00,19.183353276468278,0.0,0.0,17.480169677691066,28.57848820028915,24.425611485121493,0.0,0.0,0.0,0.0,17.947183073138227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:40:00,19.09949607738158,0.0,0.0,17.480169677691066,28.57848820028915,24.289747360491877,0.0,0.0,0.0,0.0,17.892309290789758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:50:00,19.01566273620718,0.0,0.0,17.480169677691066,28.57848820028915,24.155959053669665,0.0,0.0,0.0,0.0,17.844700308473353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:00:00,18.931847874131783,0.0,0.0,17.480169677691066,28.57848820028915,24.024574062717562,0.0,0.0,0.0,0.0,17.802601942748723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:10:00,18.83174301654742,0.0,0.0,17.480169677691066,28.57848820028915,23.892350375723414,0.0,0.0,0.0,0.0,17.760105474440007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:20:00,18.73127555299149,0.0,0.0,17.480169677691066,28.57848820028915,23.758651503299987,0.0,0.0,0.0,0.0,17.709880261355462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:30:00,18.630992024576592,0.0,0.0,17.480169677691066,28.57848820028915,23.624686149861724,0.0,0.0,0.0,0.0,17.649022134728742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:40:00,18.53068010650443,0.0,0.0,17.480169677691066,28.57848820028915,23.491220429801665,0.0,0.0,0.0,0.0,17.579001895886396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:50:00,18.430374094331782,0.0,0.0,17.480169677691066,28.57848820028915,23.35824780617163,0.0,0.0,0.0,0.0,17.502780181349717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  03:00:00,18.330077245867507,0.0,0.0,17.480169677691066,28.57848820028915,23.22561417115845,0.0,0.0,0.0,0.0,17.422686042794712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  03:10:00,18.246070611069438,0.0,0.0,17.480169677691066,28.57848820028915,23.091650918323804,0.0,0.0,0.0,0.0,17.33822567162329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  03:20:00,18.162447332651208,0.0,0.0,17.480169677691066,28.57848820028915,22.95505162930267,0.0,0.0,0.0,0.0,17.246092354790726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  03:30:00,18.07866375389025,0.0,0.0,17.480169677691066,28.57848820028915,22.816719164948264,0.0,0.0,0.0,0.0,17.145105501107743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  03:40:00,17.994931287245333,0.0,0.0,17.480169677691066,28.57848820028915,22.67789677793353,0.0,0.0,0.0,0.0,17.036888476543368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  03:50:00,17.911217176988416,0.0,0.0,17.480169677691066,28.57848820028915,22.539073949885065,0.0,0.0,0.0,0.0,16.923759590414328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  04:00:00,17.827515593448275,0.0,0.0,17.480169677691066,28.57848820028915,22.400260989301877,0.0,0.0,0.0,0.0,16.807398140141952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  04:10:00,17.906856734121043,0.0,0.0,17.480169677691066,28.57848820028915,22.28267200511136,0.0,0.0,0.0,0.0,16.702166406702982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  04:20:00,17.990025015621125,0.0,0.0,17.480169677691066,28.57848820028915,22.18561555843787,0.0,0.0,0.0,0.0,16.61885339185242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  04:30:00,18.071521890438067,0.0,0.0,17.480169677691066,28.57848820028915,22.097815490558702,0.0,0.0,0.0,0.0,16.558278954185877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  04:40:00,18.153682738471907,0.0,0.0,17.480169677691066,28.57848820028915,22.01833334724152,0.0,0.0,0.0,0.0,16.543284122655475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  04:50:00,18.23696157557086,0.0,0.0,17.480169677691066,28.57848820028915,21.99131851499818,0.0,0.0,0.0,0.0,16.64765290548073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  05:00:00,18.320318040278835,0.0,0.0,17.480169677691066,28.57848820028915,22.002847132519555,0.0,0.0,0.0,0.0,16.946242245197404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  05:10:00,18.50303047803045,0.0,0.0,17.480169677691066,28.57848820028915,22.032379208197018,0.0,0.0,0.0,0.0,17.358094737499332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  05:20:00,18.685538010230456,0.0,0.0,17.480169677691066,28.57848820028915,22.080994808529603,0.0,0.0,0.0,0.0,17.983408031811784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  05:30:00,18.86925725900318,0.0,0.0,17.48016967769106,28.578488200289137,22.13257304521583,0.0,0.0,0.0,0.0,18.546506495915427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  05:40:00,19.05236517777402,0.0,0.0,17.480169677691073,28.57848820028916,22.207978726379913,0.0,0.0,0.0,0.0,19.36102664791878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  05:50:00,19.235837480939153,0.0,0.0,17.48016967769108,28.578488200289176,22.29153704161795,0.0,0.0,0.0,0.0,20.170549310003803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  06:00:00,19.419446656012404,0.0,0.0,17.48016967769108,28.578488200289176,22.386234850953638,0.0,0.0,0.0,0.0,21.067209674007877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  06:10:00,19.800259363197156,0.0,0.0,17.480169677691066,28.57848820028915,22.495113531859637,0.0,0.0,0.0,0.0,21.89880268330269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  06:20:00,20.182429214344744,0.0,0.0,17.480169677691066,28.57848820028915,22.642274600515798,0.0,0.0,0.0,0.0,23.072841185891612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  06:30:00,20.564966527714382,0.0,0.0,17.480169677691066,28.57848820028915,22.79491173715098,0.0,0.0,0.0,0.0,24.224260658940516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  06:40:00,20.94719845940103,0.0,0.0,17.480169677691066,28.57848820028915,22.972585171707017,0.0,0.0,0.0,0.0,25.3728364590379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  06:50:00,21.329393028854263,0.0,0.0,17.480169677691066,28.57848820028915,23.17119907595659,0.0,0.0,0.0,0.0,26.452133422566547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  07:00:00,21.711665509936367,0.0,0.0,17.480169677691066,28.57848820028915,23.387633308046393,0.0,0.0,0.0,0.0,27.4348361722234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  07:10:00,21.97907602934418,0.0,0.0,17.480169677691066,28.57848820028915,23.609767557467656,0.0,0.0,0.0,0.0,28.424166508196468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  07:20:00,22.24567334376504,0.0,0.0,17.480169677691066,28.57848820028915,23.840720769197496,0.0,0.0,0.0,0.0,29.48935912940634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  07:30:00,22.5122529033273,0.0,0.0,17.480169677691066,28.57848820028915,24.09651986228205,0.0,0.0,0.0,0.0,30.652327252789945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  07:40:00,22.77910291849308,0.0,0.0,17.480169677691066,28.57848820028915,24.333977144939986,0.0,0.0,0.0,0.0,31.73258421906565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  07:50:00,23.045632742330582,0.0,0.0,17.480169677691066,28.57848820028915,24.70362807372638,0.0,0.0,0.0,0.0,33.24270701565291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  08:00:00,23.312557939626323,0.0,0.0,17.48016967769104,28.578488200289108,25.014449120871046,0.0,0.0,0.0,0.0,34.50767403704324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  08:10:00,23.497019273362028,0.0,0.0,17.480169677691066,28.57848820028915,25.46678374748499,0.0,0.0,0.0,0.0,36.184494364485055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  08:20:00,23.681067054387114,0.0,0.0,17.480169677691066,28.57848820028915,25.880690497572576,0.0,0.0,0.0,0.0,37.66303883811746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  08:30:00,23.86522208709141,0.0,0.0,17.480169677691066,28.57848820028915,26.207170268097705,0.0,0.0,0.0,0.0,38.8708917228314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  08:40:00,24.048948922347435,0.0,0.0,17.480169677691066,28.57848820028915,26.66484536288456,0.0,0.0,0.0,0.0,40.33089944132351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  08:50:00,24.232742869378946,0.0,0.0,17.480169677691066,28.57848820028915,27.08001653774801,0.0,0.0,0.0,0.0,41.52790647094926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  09:00:00,24.416669114754313,0.0,0.0,17.480169677691066,28.57848820028915,27.409193186459227,0.0,0.0,0.0,0.0,42.44013729290609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  09:10:00,24.698801418387742,0.0,0.0,17.480169677691066,28.57848820028915,27.85914711220164,0.0,0.0,0.0,0.0,43.49575608735016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  09:20:00,24.981790496972902,0.0,0.0,17.480169677691066,28.57848820028915,28.27091519031928,0.0,0.0,0.0,0.0,44.37810981567485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  09:30:00,25.26530131766986,0.0,0.0,17.48016967769106,28.578488200289137,28.607339790801824,0.0,0.0,0.0,0.0,45.103862374040666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  09:40:00,25.54797619870992,0.0,0.0,17.480169677691073,28.57848820028916,29.036946853815635,0.0,0.0,0.0,0.0,45.953656953516095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  09:50:00,25.83106870796648,0.0,0.0,17.48016967769108,28.578488200289176,29.424642901849744,0.0,0.0,0.0,0.0,46.7475424652551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  10:00:00,26.11411574449952,0.0,0.0,17.48016967769108,28.578488200289176,29.798905848272547,0.0,0.0,0.0,0.0,47.56628756315843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  10:10:00,26.11763892690181,0.0,0.0,17.480169677691066,28.57848820028915,30.13550673913425,0.0,0.0,0.0,0.0,48.37034032360096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  10:20:00,26.119250621835064,0.0,0.0,17.480169677691066,28.57848820028915,30.43582406891477,0.0,0.0,0.0,0.0,49.11471329453022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  10:30:00,26.120573924148385,0.0,0.0,17.48016967769106,28.578488200289137,30.72412526054686,0.0,0.0,0.0,0.0,49.797986169962314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  10:40:00,26.121694491604284,0.0,0.0,17.48016967769106,28.578488200289144,30.973338511256422,0.0,0.0,0.0,0.0,50.33702541450756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  10:50:00,26.12277106004835,0.0,0.0,17.480169677691066,28.57848820028915,31.260252204042757,0.0,0.0,0.0,0.0,50.80926672909626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  11:00:00,26.123784845412704,0.0,0.0,17.480169677691066,28.57848820028915,31.513517440745144,0.0,0.0,0.0,0.0,51.103692739500126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  11:10:00,26.401964311860667,0.0,0.0,17.480169677691066,28.57848820028915,31.76799087040294,0.0,0.0,0.0,0.0,51.26148120206435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  11:20:00,26.68655891586085,0.0,0.0,17.480169677691066,28.57848820028915,32.03051850651222,0.0,0.0,0.0,0.0,51.35871164771662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  11:30:00,26.968247039688727,0.0,0.0,17.480169677691066,28.57848820028915,32.290978561199374,0.0,0.0,0.0,0.0,51.43255298141399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  11:40:00,27.250736543766816,0.0,0.0,17.480169677691066,28.57848820028915,32.54299722705125,0.0,0.0,0.0,0.0,51.53508329088627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  11:50:00,27.533423600297812,0.0,0.0,17.480169677691066,28.57848820028915,32.79031446938043,0.0,0.0,0.0,0.0,51.73196772603398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  12:00:00,27.817422406633938,0.0,0.0,17.480169677691066,28.57848820028915,33.01657019086872,0.0,0.0,0.0,0.0,52.01855453319904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  12:10:00,27.82183234200521,0.0,0.0,17.480169677691066,28.57848820028915,33.22884608670651,0.0,0.0,0.0,0.0,52.30190188980644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  12:20:00,27.821200296959876,0.0,0.0,17.480169677691066,28.57848820028915,33.41412994280348,0.0,0.0,0.0,0.0,52.416277666666986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
