Date/Time,LIVING ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),LIVING ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),ACDXCOIL 1:Cooling Coil Total Cooling Energy [J](TimeStep:REPORTSCH),HEAT PUMP DX HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),SUPP HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Cycling Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Level [](TimeStep) 
 07/21  17:50:00,27.15157132867388,0.0,3025222.0596348206,20.76,26.94,32.61703836772225,0.0,0.0,0.0,0.0,30.020061813563125,0.0,0.0,0.0,0.0,3832686.390393474,0.0,0.0,0.4970002794219184,0.25,1.25 
 07/21  18:00:00,27.64123232114891,0.0,2540054.9372703605,20.76,27.64,32.516135743720525,0.0,0.0,0.0,0.0,29.76363408758281,0.0,0.0,0.0,0.0,3313213.1513481587,0.0,0.0,0.4288063321109039,0.2,0.8 
 07/21  18:10:00,27.024997567244753,0.0,1842758.430667002,20.76,27.44,32.414440329235205,0.0,0.0,0.0,0.0,29.512582666901075,0.0,0.0,0.0,0.0,2520352.511319265,0.0,0.0,0.2943536118336221,0.25,0.75 
 07/21  18:20:00,27.16547872892527,0.0,2928248.6506084595,20.76,26.94,32.28337697036537,0.0,0.0,0.0,0.0,29.177131526705846,0.0,0.0,0.0,0.0,3824027.28038473,0.0,0.0,0.489194422275562,0.25,1.25 
 07/21  18:30:00,27.643896657001964,0.0,2491531.0131793492,20.76,27.64,32.20271408474197,0.0,0.0,0.0,0.0,28.956203071864127,0.0,0.0,0.0,0.0,3356936.727970155,0.0,0.0,0.42925297858503036,0.2,0.8 
 07/21  18:40:00,27.009675283843514,0.0,1807417.8399171855,20.76,27.44,32.109047917754154,0.0,0.0,0.0,0.0,28.703728706102574,0.0,0.0,0.0,0.0,2543434.0636851117,0.0,0.0,0.2935243327909396,0.25,0.75 
 07/21  18:50:00,27.172756993586795,0.0,2739874.4586238135,20.76,26.94,31.964214975791585,0.0,0.0,0.0,0.0,28.305674378832077,0.0,0.0,0.0,0.0,3670881.8010706585,0.0,0.0,0.46105744422993034,0.25,1.25 
 07/21  19:00:00,27.62218708581914,0.0,2269234.214199414,20.76,27.64,31.837043360442113,0.0,0.0,0.0,0.0,27.93982061303784,0.0,0.0,0.0,0.0,3120757.5655659116,0.0,0.0,0.39126178278728185,0.2,0.8 
 07/21  19:10:00,26.94386515244793,0.0,1585275.8412682936,20.76,27.44,31.64349497785887,0.0,0.0,0.0,0.0,27.43865555951437,0.0,0.0,0.0,0.0,2298519.3048832035,0.0,0.0,0.25349475227937485,0.25,0.75 
 07/21  19:20:00,27.89351672968578,0.0,66785.1886084432,20.759999999999994,28.43999999999999,31.417172417491464,0.0,0.0,0.0,0.0,26.80650688935932,0.0,0.0,0.0,0.0,79611.10528981706,0.0,0.0,0.011695741631863927,0.0,0.3333333333333332 
 07/21  19:30:00,26.868021946594542,0.0,1574414.4588809889,20.76,27.44,31.189823150150087,0.0,0.0,0.0,0.0,26.15014029173671,0.0,0.0,0.0,0.0,2303633.3996571796,0.0,0.0,0.25,0.25,0.5 
 07/21  19:40:00,27.790208680145987,0.0,0.0,20.76000000000001,28.440000000000012,30.96001131370444,0.0,0.0,0.0,0.0,25.52426862807807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  19:50:00,27.14263459917238,0.0,2348173.6776079554,20.76000000000002,27.10666666666669,30.67759589284107,0.0,0.0,0.0,0.0,24.80818169255847,0.0,0.0,0.0,0.0,3590239.1647625053,0.0,0.0,0.3950957584245556,0.3333333333333336,1.0000000000000009 
 07/21  20:00:00,27.84106211542936,0.0,0.0,20.76,28.44,30.462817464256457,0.0,0.0,0.0,0.0,24.336624944317137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  20:10:00,27.584739912293408,0.0,2475429.0563416136,20.76,27.44,30.233058773969304,0.0,0.0,0.0,0.0,23.867416062678608,0.0,0.0,0.0,0.0,3733954.5226008375,0.0,0.0,0.5243669649101262,0.0,1.0 
 07/21  20:20:00,26.730891878876648,0.0,1341260.4547221279,20.76,27.44,30.065392932186718,0.0,0.0,0.0,0.0,23.550986707806082,0.0,0.0,0.0,0.0,2070270.3764661127,0.0,0.0,0.25,0.12418833101798872,0.5 
 07/21  20:30:00,27.38403085139973,0.0,0.0,20.76,28.44,29.889266380652607,0.0,0.0,0.0,0.0,23.23911172273474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  20:40:00,27.970465122192543,0.0,0.0,20.76000000000002,28.440000000000023,29.713732130317766,0.0,0.0,0.0,0.0,22.950888814525417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  20:50:00,28.316712870127866,0.0,0.0,20.76,28.44,29.53762333475604,0.0,0.0,0.0,0.0,22.676936958142967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  21:00:00,28.439690675875937,0.0,83223.87074299586,20.76,28.44,29.34566276466225,0.0,0.0,0.0,0.0,22.389548848557062,0.0,0.0,0.0,0.0,113613.28096617362,0.0,0.0,0.0156273098344327,0.0,1.0 
 07/21  21:10:00,26.76191142044204,0.0,1562129.4574101286,20.759999999999998,27.439999999999994,29.19743644026748,0.0,0.0,0.0,0.0,22.17866808839977,0.0,0.0,0.0,0.0,2474007.4536526403,0.0,0.0,0.28260761719012817,0.16666666666666666,0.5 
 07/21  21:20:00,26.791049896377086,0.0,0.0,20.760000000000005,28.44000000000001,29.041474207067978,0.0,0.0,0.0,0.0,21.958194907170473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  21:30:00,27.449786839170727,0.0,0.0,20.759999999999994,28.43999999999999,28.89538341246258,0.0,0.0,0.0,0.0,21.76191553578436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  21:40:00,27.885994813787086,0.0,0.0,20.76000000000001,28.440000000000012,28.755044101594436,0.0,0.0,0.0,0.0,21.577088643172182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  21:50:00,28.15582096042854,0.0,0.0,20.76,28.44,28.598681622665104,0.0,0.0,0.0,0.0,21.37030480770607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:00:00,28.276629535543158,0.0,0.0,20.76,28.44,28.44081993304757,0.0,0.0,0.0,0.0,21.160212241373692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:10:00,28.282332234232214,0.0,0.0,20.76,28.44,28.287889958719777,0.0,0.0,0.0,0.0,20.969525087369586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:20:00,28.22854571835743,0.0,0.0,20.76,28.44,28.136260260893554,0.0,0.0,0.0,0.0,20.80785094266995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:30:00,28.154957308254325,0.0,0.0,20.76,28.44,27.98422623622656,0.0,0.0,0.0,0.0,20.672979998792297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:40:00,28.07689767476078,0.0,0.0,20.76,28.44,27.833379335503682,0.0,0.0,0.0,0.0,20.559804855153676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:50:00,27.9958681912969,0.0,0.0,20.76,28.44,27.68569174806207,0.0,0.0,0.0,0.0,20.46495479108209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:00:00,27.9103898872987,0.0,0.0,20.76,28.44,27.541667704982675,0.0,0.0,0.0,0.0,20.384566001731702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:10:00,27.840822689848913,0.0,0.0,20.76,28.44,27.406775328690305,0.0,0.0,0.0,0.0,20.30203540877924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:20:00,27.788543078100584,0.0,0.0,20.76,28.44,27.282146440627976,0.0,0.0,0.0,0.0,20.189900208829926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:30:00,27.744574733664393,0.0,0.0,20.76,28.44,27.15913917873552,0.0,0.0,0.0,0.0,20.03040739249404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:40:00,27.701731213199448,0.0,0.0,20.76,28.44,27.030082189170145,0.0,0.0,0.0,0.0,19.81959900347377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:50:00,27.657657999440364,0.0,0.0,20.76,28.44,26.892696972162334,0.0,0.0,0.0,0.0,19.559932736351048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  24:00:00,27.61893800485076,0.0,0.0,20.76,28.44,26.76098166887124,0.0,0.0,0.0,0.0,19.29100823794357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
