Date/Time,LIVING ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),LIVING ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),ACDXCOIL 1:Cooling Coil Total Cooling Energy [J](TimeStep:REPORTSCH),HEAT PUMP DX HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),SUPP HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Cycling Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Level [](TimeStep:REPORTSCH) 
 01/21  09:50:00,22.575314264357175,4251582.169419423,0.0,22.41,32.26,2.081604514794291,0.0,0.0,0.0,0.0,6.359910928903205,0.0,0.0,0.0,0.0,0.0,2538805.9313431736,1723813.1473588066,0.5172924712327506,0.25,1.0 
 01/21  10:00:00,22.58421038533453,4039714.6921274816,0.0,22.41,32.26,2.3827065212908276,0.0,0.0,0.0,0.0,7.182582596410919,0.0,0.0,0.0,0.0,0.0,2371290.205242443,1702886.7448897022,0.4680928814253018,0.25,1.0 
 01/21  10:10:00,22.590989565464582,3865180.6776219564,0.0,22.41,32.26,2.6692929784863946,0.0,0.0,0.0,0.0,8.03266923716648,0.0,0.0,0.0,0.0,0.0,2220392.8943039565,1699336.772365987,0.4279564862680055,0.25,1.0 
 01/21  10:20:00,22.59818792269046,3700263.1339957328,0.0,22.41,32.26,2.9390578828791916,0.0,0.0,0.0,0.0,8.877301820899037,0.0,0.0,0.0,0.0,0.0,2088065.9204406687,1684456.2672940514,0.39279911784020505,0.25,1.0 
 01/21  10:30:00,22.613452290205846,3536935.1473119627,0.0,22.41,32.26,3.2103093368573044,0.0,0.0,0.0,0.0,9.718635259937727,0.0,0.0,0.0,0.0,0.0,1961103.1326766266,1666227.6160287322,0.3595253733780526,0.25,0.75 
 01/21  10:40:00,22.649168101616446,3427855.027037604,0.0,22.41,32.26,3.485968580110517,0.0,0.0,0.0,0.0,10.527496328163547,0.0,0.0,0.0,0.0,0.0,1865399.776762394,1671474.352874352,0.3338751904108187,0.25,0.75 
 01/21  10:50:00,22.685265633659714,3316526.9725087634,0.0,22.41,32.26,3.7630867679075566,0.0,0.0,0.0,0.0,11.253160566764073,0.0,0.0,0.0,0.0,0.0,1732349.3294696806,1718352.9698972215,0.3005183292702239,0.25,0.75 
 01/21  11:00:00,22.6994608022024,2905597.774077181,0.0,22.21,32.26,3.9855367017281482,0.0,0.0,0.0,0.0,11.769789103364296,0.0,0.0,0.0,0.0,0.0,1340558.5936217948,1693846.9432134135,0.22744714466873264,0.2,0.6000000000000001 
 01/21  11:10:00,22.66308683938979,3001813.870598427,0.0,22.21,32.26,4.291827537729931,0.0,0.0,0.0,0.0,12.399016613905282,0.0,0.0,0.0,0.0,0.0,1652665.376769502,1450057.7354548364,0.2927331991444627,0.2,0.6000000000000001 
 01/21  11:20:00,22.54985831922928,3060258.652522283,0.0,22.41,32.26,4.517602148276888,0.0,0.0,0.0,0.0,12.85453737959439,0.0,0.0,0.0,0.0,0.0,2215052.1588810757,995447.3566257955,0.29851576261982504,0.25,0.75 
 01/21  11:30:00,22.251085806267092,3180003.330796264,0.0,21.91,32.26,4.815894570357067,0.0,0.0,0.0,0.0,13.428111367407098,0.0,0.0,0.0,0.0,0.0,2678943.491058506,635753.9648604429,0.3743353183184766,0.25,0.75 
 01/21  11:40:00,22.38091275878392,651333.6679590615,0.0,21.91,32.26,5.084126610862254,0.0,0.0,0.0,0.0,13.929799721162171,0.0,0.0,0.0,0.0,0.0,613748.2434368809,0.0,0.10246672899439001,0.0,0.25 
 01/21  11:50:00,23.073637589221974,2207335.0802574954,0.0,22.74333333333335,32.26000000000002,5.300064220424906,0.0,0.0,0.0,0.0,14.308163345653771,0.0,0.0,0.0,0.0,0.0,2250155.7776412554,0.0,0.3744278659184339,0.0,0.6666666666666672 
 01/21  12:00:00,22.62959818845813,2614223.800985457,0.0,22.21,32.26,5.517383833520904,0.0,0.0,0.0,0.0,14.633090422839258,0.0,0.0,0.0,0.0,0.0,1698407.9190815622,1049798.0255530023,0.22028466952552161,0.2,0.6000000000000001 
 01/21  12:10:00,22.59108912276094,2721054.392711108,0.0,22.41,32.26,5.732992396871758,0.0,0.0,0.0,0.0,14.909792907277161,0.0,0.0,0.0,0.0,0.0,2020682.273944587,872489.8649513925,0.25732964926776186,0.25,0.75 
 01/21  12:20:00,22.435881891672803,2733672.150710043,0.0,21.91,32.26,6.006477230293593,0.0,0.0,0.0,0.0,15.209052222684859,0.0,0.0,0.0,0.0,0.0,2143180.2591847517,751716.3269572239,0.27618762197951013,0.25,0.75 
 01/21  12:30:00,22.648734454192113,10614.85776843223,0.0,21.91,32.26,6.222781920085332,0.0,0.0,0.0,0.0,15.40737221474502,0.0,0.0,0.0,0.0,0.0,9654.73338161704,0.0,0.0015712472261237575,0.0,0.25 
 01/21  12:40:00,23.373313801472595,2599065.5426613474,0.0,23.41,32.26,6.398604517846304,0.0,0.0,0.0,0.0,15.547770729681837,0.0,0.0,0.0,0.0,0.0,2593771.9225733005,0.0,0.4212581327857878,0.0,1.0 
 01/21  12:50:00,22.353026760586033,2455270.555204329,0.0,21.810000000000002,32.26,6.562624799349363,0.0,0.0,0.0,0.0,15.64936360652678,0.0,0.0,0.0,0.0,0.0,1759229.852460286,830383.5451976458,0.22521061574678225,0.2,0.6000000000000001 
 01/21  13:00:00,22.88776285315806,1588367.2780222788,0.0,22.41,32.26,6.731519454230488,0.0,0.0,0.0,0.0,15.73557046234818,0.0,0.0,0.0,0.0,0.0,1642094.428971052,0.0,0.2525682988096273,0.03721646420768676,0.75 
 01/21  13:10:00,21.861791520851575,392200.8225927698,0.0,21.41,32.26,6.908763874690171,0.0,0.0,0.0,0.0,15.791561399383575,0.0,0.0,0.0,0.0,0.0,370079.58940854203,0.0,0.05897515545707597,0.0,0.33333333333333337 
 01/21  13:20:00,23.00511813767324,1831181.3995999678,0.0,22.21,32.26,7.081187710942277,0.0,0.0,0.0,0.0,15.79362709163197,0.0,0.0,0.0,0.0,0.0,1623217.2624450277,308139.1028164084,0.2,0.2,0.4 
 01/21  13:30:00,22.003794698471346,0.0,0.0,21.41,32.26,7.260731918474139,0.0,0.0,0.0,0.0,15.749316930204076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/21  13:40:00,22.295775463551237,3303221.7400597706,0.0,22.41,32.26,7.471305694828025,0.0,0.0,0.0,0.0,15.62292645917708,0.0,0.0,0.0,0.0,0.0,3467799.57273244,0.0,0.5440961131677436,0.0,1.0 
 01/21  13:50:00,22.93578714415826,1436981.1928760128,0.0,22.41,32.26,7.601862839628955,0.0,0.0,0.0,0.0,15.434736196469961,0.0,0.0,0.0,0.0,0.0,1491852.7303984356,0.0,0.2335338682126437,0.0,0.25 
 01/21  14:00:00,21.9331480380683,220733.01360049407,0.0,21.410000000000018,32.26000000000002,7.726199916877512,0.0,0.0,0.0,0.0,15.17007176615893,0.0,0.0,0.0,0.0,0.0,206758.5498575911,0.0,0.03216253419741634,0.0,0.3333333333333336 
 01/21  14:10:00,23.09426999827896,1831246.0072275219,0.0,22.41,32.26,7.853021008776922,0.0,0.0,0.0,0.0,14.857892645661906,0.0,0.0,0.0,0.0,0.0,1939112.4025088963,0.0,0.25,0.17827470288098524,0.5 
 01/21  14:20:00,22.137665799509463,0.0,0.0,21.41,32.26,7.987160186184233,0.0,0.0,0.0,0.0,14.516529039881362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/21  14:30:00,22.081451519845277,2542361.218955385,0.0,22.076666666666657,32.259999999999984,8.116734699231607,0.0,0.0,0.0,0.0,14.193217547267153,0.0,0.0,0.0,0.0,0.0,2738508.8785186973,0.0,0.3677053086768498,0.18436129462874398,0.9999999999999996 
 01/21  14:40:00,23.002812091980015,1531711.2480250236,0.0,22.20999999999999,32.259999999999984,8.243245299145975,0.0,0.0,0.0,0.0,13.926255540698744,0.0,0.0,0.0,0.0,0.0,1607965.8673209853,0.0,0.2,0.16062187314117882,0.4 
 01/21  14:50:00,22.172935746244647,0.0,0.0,21.41,32.26,8.384583833155798,0.0,0.0,0.0,0.0,13.706037391658306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/21  15:00:00,22.112406104637788,2369991.7456444213,0.0,22.076666666666682,32.26000000000002,8.530003782992,0.0,0.0,0.0,0.0,13.576235792890394,0.0,0.0,0.0,0.0,0.0,2572194.054320831,0.0,0.3425297198105362,0.1605864631809042,1.0000000000000009 
 01/21  15:10:00,23.032103941349394,1492781.327381779,0.0,22.21,32.26,8.615675143469478,0.0,0.0,0.0,0.0,13.485909153780506,0.0,0.0,0.0,0.0,0.0,1564294.4813407827,0.0,0.2,0.1306082634414138,0.4 
 01/21  15:20:00,22.101484266469935,0.0,0.0,21.41,32.26,8.66853613971281,0.0,0.0,0.0,0.0,13.386213533441401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/21  15:30:00,22.751570350377133,2572045.9598845877,0.0,22.743333333333325,32.259999999999984,8.70960542838738,0.0,0.0,0.0,0.0,13.231838542917695,0.0,0.0,0.0,0.0,0.0,2733326.3973771776,0.0,0.3951524131563586,0.07093843453675806,0.9999999999999996 
 01/21  15:40:00,22.207673036805847,0.0,0.0,21.41000000000001,32.260000000000005,8.718330516246215,0.0,0.0,0.0,0.0,13.056992150485637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/21  15:50:00,22.73660004286053,2660733.5318892216,0.0,22.74333333333335,32.26000000000002,8.711888888719686,0.0,0.0,0.0,0.0,12.83339193170668,0.0,0.0,0.0,0.0,0.0,2810170.3067337065,0.0,0.410253084512726,0.07134543081082693,1.0000000000000009 
 01/21  16:00:00,22.12202009721522,144188.08069727806,0.0,21.410000000000018,32.26000000000002,8.695598380332195,0.0,0.0,0.0,0.0,12.562734267259671,0.0,0.0,0.0,0.0,0.0,133733.73369745037,0.0,0.0205644603164123,0.0,0.3333333333333336 
 01/21  16:10:00,23.02365751640204,1646624.3616489673,0.0,22.41,32.26,8.710300516217785,0.0,0.0,0.0,0.0,12.339358671020104,0.0,0.0,0.0,0.0,0.0,1725719.9456370373,0.0,0.25,0.05308651892924929,0.5 
 01/21  16:20:00,21.977027485068767,244019.95113973462,0.0,21.41,32.26,8.74297286681414,0.0,0.0,0.0,0.0,12.100835906968074,0.0,0.0,0.0,0.0,0.0,228244.9815192306,0.0,0.034913193959746604,0.0,0.3333333333333332 
 01/21  16:30:00,23.090497398212403,1797691.3425932128,0.0,22.41,32.26,8.785548905725353,0.0,0.0,0.0,0.0,11.867236510325544,0.0,0.0,0.0,0.0,0.0,1898104.5666991856,0.0,0.25,0.14443879836265758,0.5 
 01/21  16:40:00,22.0130816865628,220970.32777819218,0.0,21.410000000000018,32.26000000000002,8.83461632738493,0.0,0.0,0.0,0.0,11.644936569198622,0.0,0.0,0.0,0.0,0.0,206204.40520983507,0.0,0.03139541671052041,0.0,0.3333333333333336 
 01/21  16:50:00,23.094310689694055,1766058.9665347966,0.0,22.41,32.26,8.883452777737176,0.0,0.0,0.0,0.0,11.417108900676121,0.0,0.0,0.0,0.0,0.0,1860714.2057764165,0.0,0.25,0.11944199457466237,0.5 
 01/21  17:00:00,21.98660616058201,305194.0490878519,0.0,21.410000000000018,32.26000000000002,8.935292283865973,0.0,0.0,0.0,0.0,11.180556385357802,0.0,0.0,0.0,0.0,0.0,285955.20499958866,0.0,0.04332169953145429,0.0,0.3333333333333336 
 01/21  17:10:00,22.87100348131182,1909083.8850924887,0.0,22.41,32.26,8.857506558944175,0.0,0.0,0.0,0.0,10.88891194094135,0.0,0.0,0.0,0.0,0.0,2013537.4363205212,0.0,0.25,0.22129777913564203,0.5 
 01/21  17:20:00,22.53667144258844,2757067.7221313156,0.0,22.21,32.26,8.687972389004033,0.0,0.0,0.0,0.0,10.517820331897145,0.0,0.0,0.0,0.0,0.0,1972335.2542932103,907055.7998712355,0.2557349779896475,0.2,0.6000000000000001 
 01/21  17:30:00,22.503804066096794,3114860.362067626,0.0,22.41,32.26,8.457372271484719,0.0,0.0,0.0,0.0,10.048832842333319,0.0,0.0,0.0,0.0,0.0,2396971.999336478,864696.4042051361,0.31578455264090033,0.25,0.75 
 01/21  17:40:00,22.698056267163174,3163002.2792568943,0.0,22.41,32.26,8.081797678430975,0.0,0.0,0.0,0.0,9.346239495754643,0.0,0.0,0.0,0.0,0.0,1983176.084157561,1353125.1194197335,0.25442421905887336,0.25,0.75 
 01/21  17:50:00,22.696400545933393,3305679.3929113573,0.0,22.41,32.26,7.706653410286342,0.0,0.0,0.0,0.0,8.664217887216736,0.0,0.0,0.0,0.0,0.0,1424069.6961851995,2042575.6804652933,0.2690565907022665,0.25,0.75 
 01/21  18:00:00,22.642294285707766,3514573.327118254,0.0,22.41,32.26,7.328703329748175,0.0,0.0,0.0,0.0,7.959439662469395,0.0,0.0,0.0,0.0,0.0,1636207.8541948907,1996796.4389879664,0.32821358503056053,0.25,0.75 
 01/21  18:10:00,22.58185875475326,4044981.663450842,0.0,22.41,32.26,6.998490741936501,0.0,0.0,0.0,0.0,7.264133024397878,0.0,0.0,0.0,0.0,0.0,2193347.8772690725,1913472.4060655718,0.4697408903909693,0.25,1.0 
 01/21  18:20:00,22.56406358380177,4264265.637317468,0.0,22.41,32.26,6.720896770901123,0.0,0.0,0.0,0.0,6.634577789810833,0.0,0.0,0.0,0.0,0.0,2401029.596553566,1909444.8592899616,0.5250932517750214,0.25,1.0 
 01/21  18:30:00,22.656163055100496,4798906.142645438,0.0,22.743333333333325,32.259999999999984,6.499579329288297,0.0,0.0,0.0,0.0,6.155389472852182,0.0,0.0,0.0,0.0,0.0,2521213.2020837585,2458893.4222238204,0.5323357851427688,0.3333333333333332,1.3333333333333328 
 01/21  18:40:00,22.41073951883203,4755543.002366488,0.0,22.40999999999999,32.259999999999984,6.269100752273667,0.0,0.0,0.0,0.0,5.696397574705479,0.0,0.0,0.0,0.0,0.0,2998817.370063527,1827743.8560701532,0.6020114233985256,0.5,1.25 
 01/21  18:50:00,22.66506392828079,5356190.511529112,0.0,22.74333333333335,32.26000000000002,6.015647222942634,0.0,0.0,0.0,0.0,5.235282498194286,0.0,0.0,0.0,0.0,0.0,2996111.7748088413,2481831.1033603163,0.6634720010236795,0.3333333333333336,1.3333333333333344 
 01/21  19:00:00,22.389369318949846,5180111.3921459215,0.0,22.41,32.26,5.766049949817651,0.0,0.0,0.0,0.0,4.789360330437359,0.0,0.0,0.0,0.0,0.0,3089070.7966344673,2167907.1144818873,0.6351054717831353,0.5,1.25 
 01/21  19:10:00,22.29719845835372,6262233.523154058,0.0,22.41,32.26,5.565791656749257,0.0,0.0,0.0,0.0,4.369322188981218,0.0,0.0,0.0,0.0,0.0,3821133.9790846407,2537583.4077481763,0.8301567325394665,0.5,1.5 
 01/21  19:20:00,22.545219949931937,4831452.67743801,0.0,22.41,32.26,5.4278321840089685,0.0,0.0,0.0,0.0,4.034027953309735,0.0,0.0,0.0,0.0,0.0,3474515.7125862287,1248963.7265222676,0.7435146536946999,0.5,1.25 
 01/21  19:30:00,23.31969993414276,5841053.351211769,0.0,23.41,32.26,5.310277194149583,0.0,0.0,0.0,0.0,3.742125876406157,0.0,0.0,0.0,0.0,0.0,4966406.19674362,845495.0181051462,1.0,0.901645803800583,2.0 
 01/21  19:40:00,23.403619495894425,5785830.811734769,0.0,23.41,32.26,5.188253649868054,0.0,0.0,0.0,0.0,3.4702804808178103,0.0,0.0,0.0,0.0,0.0,5081236.529006709,456603.74008455256,1.0,1.0,2.0 
 01/21  19:50:00,22.432298381000056,4117160.8731505717,0.0,22.076666666666636,32.259999999999955,5.095686875743517,0.0,0.0,0.0,0.0,3.2944128618594783,0.0,0.0,0.0,0.0,0.0,1612775.6407503118,2488731.04416347,0.373405028607924,0.16666666666666644,0.6666666666666657 
 01/21  20:00:00,23.3088787869533,6230725.478224198,0.0,23.41,32.26,4.998706235308103,0.0,0.0,0.0,0.0,3.132639216365438,0.0,0.0,0.0,0.0,0.0,4883554.742809553,1348005.5143702514,1.0,0.886178307231334,2.0 
 01/21  20:10:00,23.40296247086801,5664680.218105319,0.0,23.41,32.26,4.902108763927415,0.0,0.0,0.0,0.0,2.9741358694425295,0.0,0.0,0.0,0.0,0.0,5039538.209855087,378341.58174257865,1.0,1.0,2.0 
 01/21  20:20:00,22.420362003327572,4233618.378594063,0.0,22.076666666666664,32.26,4.839941540822673,0.0,0.0,0.0,0.0,2.8725130294189407,0.0,0.0,0.0,0.0,0.0,1710346.4295488647,2493450.3320128247,0.4014230330262736,0.1666666666666666,0.6666666666666665 
 01/21  20:30:00,23.30826605937412,6319357.278122244,0.0,23.41,32.26,4.781601358404452,0.0,0.0,0.0,0.0,2.7835899458641302,0.0,0.0,0.0,0.0,0.0,4917805.761197232,1404635.636750762,1.0,0.9112815288983442,2.0 
 01/21  20:40:00,23.40293180507863,5727023.547160098,0.0,23.41,32.26,4.719272579310086,0.0,0.0,0.0,0.0,2.7003308925572322,0.0,0.0,0.0,0.0,0.0,5040183.82180011,440141.37146294053,1.0,1.0,2.0 
 01/21  20:50:00,22.413421387612726,4302293.8424793845,0.0,22.076666666666636,32.259999999999955,4.6711770108183055,0.0,0.0,0.0,0.0,2.650085632745416,0.0,0.0,0.0,0.0,0.0,1769396.6600740561,2495629.838432926,0.41720696483126735,0.16666666666666644,0.6666666666666657 
 01/21  21:00:00,23.307999576038263,6394498.529123319,0.0,23.41,32.26,4.6232021152861,0.0,0.0,0.0,0.0,2.60629750120218,0.0,0.0,0.0,0.0,0.0,4948953.2285650745,1449660.62189266,1.0,0.9340521835426804,2.0 
 01/21  21:10:00,23.40292073665741,5812570.960875058,0.0,23.41,32.26,4.570048099489888,0.0,0.0,0.0,0.0,2.565061931245329,0.0,0.0,0.0,0.0,0.0,5018071.212416129,547871.309575408,1.0,1.0,2.0 
 01/21  21:20:00,22.40059003043338,4424298.35535792,0.0,22.076666666666664,32.26,4.528173571324632,0.0,0.0,0.0,0.0,2.540666211331695,0.0,0.0,0.0,0.0,0.0,1869077.632131841,2504912.6825725534,0.4409240164130999,0.18800177951107036,0.8333333333333334 
 01/21  21:30:00,23.306984432469598,6551178.311995272,0.0,23.41,32.26,4.485950494298441,0.0,0.0,0.0,0.0,2.5246163235244166,0.0,0.0,0.0,0.0,0.0,4969791.980576571,1586526.54772026,1.0,1.0,2.0 
 01/21  21:40:00,23.402783263312713,5943818.628314398,0.0,23.41,32.26,4.441596387878748,0.0,0.0,0.0,0.0,2.513664831630802,0.0,0.0,0.0,0.0,0.0,4950473.392646551,747019.9454580478,1.0,1.0,2.0 
 01/21  21:50:00,22.38493703345886,4568623.659771175,0.0,22.076666666666636,32.259999999999955,4.407250630982876,0.0,0.0,0.0,0.0,2.5052713188751543,0.0,0.0,0.0,0.0,0.0,1987485.9897065943,2517874.550807119,0.45523657067173207,0.2593181822047793,0.8333333333333321 
 01/21  22:00:00,23.305917066488554,6693219.180445275,0.0,23.41,32.26,4.371040514316069,0.0,0.0,0.0,0.0,2.4961050477241726,0.0,0.0,0.0,0.0,0.0,4902211.534582192,1800329.0012753918,1.0,1.0,2.0 
 01/21  22:10:00,23.402748999280913,5986606.788916992,0.0,23.41,32.26,4.329196064930197,0.0,0.0,0.0,0.0,2.4848521778292594,0.0,0.0,0.0,0.0,0.0,4945246.650777367,795125.7418083267,1.0,1.0,2.0 
 01/21  22:20:00,22.388550348893506,4535349.5537597,0.0,22.076666666666664,32.26,4.294947114120069,0.0,0.0,0.0,0.0,2.4729511480207527,0.0,0.0,0.0,0.0,0.0,1966356.7531395187,2509920.3450106564,0.4508205951248742,0.2378203763218409,0.8333333333333334 
 01/21  22:30:00,23.306299861929986,6586654.8676804155,0.0,23.41,32.26,4.25927032934246,0.0,0.0,0.0,0.0,2.456708197614754,0.0,0.0,0.0,0.0,0.0,5015451.76290413,1579752.5666359912,1.0,0.9954336036736642,2.0 
 01/21  22:40:00,23.402771412423686,5878113.227814978,0.0,23.41,32.26,4.218260510390881,0.0,0.0,0.0,0.0,2.43385781525487,0.0,0.0,0.0,0.0,0.0,5064636.11300266,567173.9662509353,1.0,1.0,2.0 
 01/21  22:50:00,22.402387685479983,4407518.452425895,0.0,22.076666666666636,32.259999999999955,4.184708486617075,0.0,0.0,0.0,0.0,2.411562100685782,0.0,0.0,0.0,0.0,0.0,1870280.8466866189,2491258.410526935,0.43697321138872625,0.16948217538521249,0.8333333333333321 
 01/21  23:00:00,23.30802031140931,6465882.043994216,0.0,23.41,32.26,4.149587395109576,0.0,0.0,0.0,0.0,2.384631545178462,0.0,0.0,0.0,0.0,0.0,5027580.056590684,1446047.0272345555,1.0,0.9172272528323037,2.0 
 01/21  23:10:00,23.403031963872962,5841490.26100523,0.0,23.41,32.26,4.099140037098403,0.0,0.0,0.0,0.0,2.3448124289819328,0.0,0.0,0.0,0.0,0.0,5100808.7279258,493910.58803342056,1.0,1.0,2.0 
 01/21  23:20:00,22.39949910924553,4434653.477638718,0.0,22.076666666666664,32.26,4.048327005235798,0.0,0.0,0.0,0.0,2.3019223359880367,0.0,0.0,0.0,0.0,0.0,1887212.2369937012,2498041.1464467696,0.44035826086091845,0.18609530132955676,0.8333333333333334 
 01/21  23:30:00,23.307585061869972,6565462.326546746,0.0,23.41,32.26,3.9920870105319524,0.0,0.0,0.0,0.0,2.248840877484059,0.0,0.0,0.0,0.0,0.0,5008246.818065494,1562830.879468228,1.0,0.9966199170285834,2.0 
 01/21  23:40:00,23.402872058796696,5935899.659849041,0.0,23.41,32.26,3.9248201348649223,0.0,0.0,0.0,0.0,2.1798781153010824,0.0,0.0,0.0,0.0,0.0,4973924.324602215,715503.6025713831,1.0,1.0,2.0 
 01/21  23:50:00,22.388332451166427,4537679.963181998,0.0,22.076666666666636,32.259999999999955,3.8682847903764035,0.0,0.0,0.0,0.0,2.1187016064031434,0.0,0.0,0.0,0.0,0.0,1960044.0608215767,2516726.1987617435,0.45247768412850875,0.2451316503121897,0.8333333333333321 
 01/21  24:00:00,23.30664284978708,6664034.607968317,0.0,23.41,32.26,3.8081932195304597,0.0,0.0,0.0,0.0,2.050179822494779,0.0,0.0,0.0,0.0,0.0,4889487.404632358,1782990.764636394,1.0,1.0,2.0 
 07/21  00:10:00,28.3585574160277,0.0,0.0,21.41,32.26,25.75104823170299,0.0,0.0,0.0,0.0,18.636808211313802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:20:00,28.216427669234463,0.0,0.0,21.41,32.26,25.59882818935234,0.0,0.0,0.0,0.0,18.612441843335926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:30:00,28.073717581247173,0.0,0.0,21.41,32.26,25.447198393304035,0.0,0.0,0.0,0.0,18.568109690053646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:40:00,27.93121789584203,0.0,0.0,21.41,32.26,25.296733731901714,0.0,0.0,0.0,0.0,18.507575815188822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:50:00,27.789125542178017,0.0,0.0,21.41,32.26,25.14655262281221,0.0,0.0,0.0,0.0,18.436242747519003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:00:00,27.64733345131208,0.0,0.0,21.41,32.26,24.9959548725249,0.0,0.0,0.0,0.0,18.35743084214462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:10:00,27.5105972296188,0.0,0.0,21.41,32.26,24.849716397340227,0.0,0.0,0.0,0.0,18.277169983112145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:20:00,27.378933649382017,0.0,0.0,21.41,32.26,24.708903329353856,0.0,0.0,0.0,0.0,18.20278032507362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:30:00,27.25000231991896,0.0,0.0,21.41,32.26,24.5715234289813,0.0,0.0,0.0,0.0,18.13824490711701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:40:00,27.122123740090988,0.0,0.0,21.41,32.26,24.436233945960353,0.0,0.0,0.0,0.0,18.083201300458583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  01:50:00,26.994846146110053,0.0,0.0,21.41,32.26,24.303015390571144,0.0,0.0,0.0,0.0,18.035496647947557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:00:00,26.86829484300114,0.0,0.0,21.41,32.26,24.1721966735381,0.0,0.0,0.0,0.0,17.993345886264564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:10:00,26.740417574892277,0.0,0.0,21.41,32.26,24.040530855854765,0.0,0.0,0.0,0.0,17.950844862209017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:20:00,26.611179474826116,0.0,0.0,21.41,32.26,23.90738782809446,0.0,0.0,0.0,0.0,17.90067028977754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:30:00,26.481602539421722,0.0,0.0,21.41,32.26,23.77398108557745,0.0,0.0,0.0,0.0,17.83988545331656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:40:00,26.352572946292035,0.0,0.0,21.41,32.26,23.641073625869808,0.0,0.0,0.0,0.0,17.769939515125277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  02:50:00,26.22410136911858,0.0,0.0,21.41,32.26,23.508655100647776,0.0,0.0,0.0,0.0,17.69379909514978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  03:00:00,26.096196509624406,0.0,0.0,21.41,32.26,23.37657093305739,0.0,0.0,0.0,0.0,17.613810889660392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
